1979-01	-5.53
1979-02	-4.73
1979-03	-5.16
1979-04	-9.44
1979-05	-18.39
1979-06	-21.04
1979-07	-15.74
1979-08	-13.47
1979-09	-12.15
1979-10	-12.05
1979-11	-11.13
1979-12	-6.42
1980-01	-1.48
1980-02	3.18
1980-03	5.07
1980-04	8.95
1980-05	10.93
1980-06	9.44
1980-07	7.99
1980-08	7.14
1980-09	7.74
1980-10	6.32
1980-11	3.96
1980-12	1.31
1981-01	2.64
1981-02	2.44
1981-03	2.48
1981-04	1
1981-05	-4.53
1981-06	-7.75
1981-07	-7.17
1981-08	-8.2
1981-09	-8.04
1981-10	-8.91
1981-11	-9.01
1981-12	-10.06
1982-01	-9.67
1982-02	-9.23
1982-03	-11.36
1982-04	-10.53
1982-05	-8.73
1982-06	-4.5
1982-07	5.15
1982-08	10.47
1982-09	12.25
1982-10	11.28
1982-11	6.96
1982-12	4.6
1983-01	5.16
1983-02	6.23
1983-03	7.45
1983-04	6.49
1983-05	1.64
1983-06	-5.62
1983-07	-9.11
1983-08	-9.82
1983-09	-10.56
1983-10	-12.65
1983-11	-12.26
1983-12	-11.58
1984-01	-9.74
1984-02	-9.78
1984-03	-11.3
1984-04	-14.55
1984-05	-13.19
1984-06	-11.36
1984-07	-13
1984-08	-13.26
1984-09	-10.78
1984-10	-7.64
1984-11	-0.59
1984-12	1.81
1985-01	7.62
1985-02	10.7
1985-03	11.08
1985-04	10.42
1985-05	8.7
1985-06	8.17
1985-07	6.02
1985-08	5.39
1985-09	5.1
1985-10	3.65
1985-11	3.59
1985-12	3.29
1986-01	2.95
1986-02	4
1986-03	3.62
1986-04	0.23
1986-05	-5.74
1986-06	-10.29
1986-07	-8.52
1986-08	-10.03
1986-09	-10.65
1986-10	-12.25
1986-11	-9.75
1986-12	-10.42
1987-01	-9.94
1987-02	-10.84
1987-03	-12.29
1987-04	-12.53
1987-05	-12.84
1987-06	-10.94
1987-07	0.75
1987-08	12.82
1987-09	13.82
1987-10	10.53
1987-11	5.55
1987-12	4.93
1988-01	4
1988-02	2.11
1988-03	2.38
1988-04	1.04
1988-05	-1.71
1988-06	-6.71
1988-07	-8.8
1988-08	-5.98
1988-09	-6.36
1988-10	-6.06
1988-11	-5.62
1988-12	-5.71
1989-01	-6.47
1989-02	-5.71
1989-03	-4.07
1989-04	-7.57
1989-05	-9.92
1989-06	-9.71
1989-07	-10.14
1989-08	-11.23
1989-09	-11.54
1989-10	-13.29
1989-11	-11
1989-12	-5.11
1990-01	-1.07
1990-02	0.58
1990-03	8.19
1990-04	11.57
1990-05	12.27
1990-06	9.95
1990-07	7.77
1990-08	6.76
1990-09	7.43
1990-10	4.75
1990-11	2.5
1990-12	1.71
1991-01	1.8
1991-02	2.65
1991-03	2.58
1991-04	3.54
1991-05	-3.84
1991-06	-7.62
1991-07	-10.06
1991-08	-11.17
1991-09	-11.39
1991-10	-11.24
1991-11	-11.3
1991-12	-10.75
1992-01	-11.92
1992-02	-12.52
1992-03	-13.71
1992-04	-14.13
1992-05	-11.18
1992-06	-6.14
1992-07	1.29
1992-08	9.44
1992-09	12.75
1992-10	11.93
1992-11	11.84
1992-12	9.51
1993-01	6
1993-02	6.33
1993-03	6.71
1993-04	5.01
1993-05	2.77
1993-06	-3.02
1993-07	-6.03
1993-08	-5.2
1993-09	-5.84
1993-10	-8.65
1993-11	-9.52
1993-12	-8.87
1994-01	-9.49
1994-02	-10.47
1994-03	-12.49
1994-04	-14.89
1994-05	-14.9
1994-06	-12.5
1994-07	-13.15
1994-08	-10.1
1994-09	-1.19
1994-10	4.5
1994-11	8.79
1994-12	9.71
1995-01	8.35
1995-02	6.31
1995-03	6.01
1995-04	6.3
1995-05	6.65
1995-06	6.65
1995-07	3.13
1995-08	1.97
1995-09	1.49
1995-10	-2.4
1995-11	-5.6
1995-12	-7.35
1996-01	-8.32
1996-02	-9.6
1996-03	-11.83
1996-04	-14.14
1996-05	-14.15
1996-06	-11.17
1996-07	-13.28
1996-08	-12.86
1996-09	-13.09
1996-10	-10.51
1996-11	-6.21
1996-12	-0.6
1997-01	4.92
1997-02	8.33
1997-03	10.87
1997-04	10.56
1997-05	8.58
1997-06	7.32
1997-07	5.88
1997-08	3.5
1997-09	3.12
1997-10	2.84
1997-11	-0.42
1997-12	-4.47
1998-01	-4.39
1998-02	-6.95
1998-03	-8.84
1998-04	-11.84
1998-05	-12.44
1998-06	-9.55
1998-07	-10.05
1998-08	-10.19
1998-09	-6.73
1998-10	-3.84
1998-11	-2.64
1998-12	2.16
1999-01	5.44
1999-02	7.22
1999-03	7.43
1999-04	9.29
1999-05	8.01
1999-06	6.46
1999-07	5.09
1999-08	5.13
1999-09	3.9
1999-10	1.3
1999-11	-1.12
1999-12	-2.15
2000-01	-2.91
2000-02	-2.48
2000-03	-2.4
2000-04	-5.96
2000-05	-12.74
2000-06	-14.28
2000-07	-15.08
2000-08	-15.4
2000-09	-15.43
2000-10	-14.9
2000-11	-14.07
2000-12	-12.88
2001-01	-13.14
2001-02	-12.54
2001-03	-13.91
2001-04	-16.9
2001-05	-19.16
2001-06	-16.83
2001-07	-13.87
2001-08	-6.14
2001-09	0.8
2001-10	2.22
2001-11	7.5
2001-12	10.05
2002-01	9.87
2002-02	10.91
2002-03	8.79
2002-04	7.97
2002-05	4.79
2002-06	3.85
2002-07	3.06
2002-08	3
2002-09	0.75
2002-10	-0.73
2002-11	-3.58
2002-12	-6.49
2003-01	-6.19
2003-02	-6.77
2003-03	-8.42
2003-04	-12.38
2003-05	-14.94
2003-06	-15.44
2003-07	-17.11
2003-08	-16.76
2003-09	-13.74
2003-10	-11.67
2003-11	-8.09
2003-12	-2.28
2004-01	2.16
2004-02	7.49
2004-03	9.14
2004-04	9.11
2004-05	7.08
2004-06	4.1
2004-07	2.11
2004-08	0.83
2004-09	0.99
2004-10	-0.27
2004-11	-3.71
2004-12	-5.62
2005-01	-6.69
2005-02	-7.03
2005-03	-7.81
2005-04	-13.16
2005-05	-18.08
2005-06	-18.17
2005-07	-16.07
2005-08	-15.67
2005-09	-16.42
2005-10	-16.48
2005-11	-17.37
2005-12	-12.63
2006-01	-5.62
2006-02	0.88
2006-03	9.79
2006-04	13.13
2006-05	13.8
2006-06	9.11
2006-07	5.64
2006-08	5.64
2006-09	1.45
2006-10	0.85
2006-11	-0.66
2006-12	-3.23
2007-01	-4.63
2007-02	-4.8
2007-03	-7.19
2007-04	-13.46
2007-05	-19.59
2007-06	-19.43
2007-07	-16.17
2007-08	-15.85
2007-09	-16.58
2007-10	-17.53
2007-11	-15.09
2007-12	-5.53
2008-01	2.51
2008-02	7.94
2008-03	12.02
2008-04	13.09
2008-05	13.31
2008-06	9
2008-07	5.77
2008-08	4.39
2008-09	4.94
2008-10	3.74
2008-11	2.21
2008-12	2.73
2009-01	2.36
2009-02	4.14
2009-03	4.37
2009-04	-0.64
2009-05	-9.79
2009-06	-14.61
2009-07	-16.21
2009-08	-17.3
2009-09	-17.51
2009-10	-16.19
2009-11	-17.34
2009-12	-17.01
2010-01	-17.76
2010-02	-17.76
2010-03	-19.34
2010-04	-17
2010-05	-13.6
2010-06	-7.46
2010-07	8.47
2010-08	13.95
2010-09	10.87
2010-10	6.76
2010-11	3.58
2010-12	2.45
2011-01	3.18
2011-02	4.03
2011-03	4.13
2011-04	4.46
2011-05	1.78
2011-06	-5.4
2011-07	-8.91
2011-08	-9.55
2011-09	-12.3
2011-10	-14.51
2011-11	-17.59
2011-12	-18.65
2012-01	-16.36
2012-02	-14.7
2012-03	-15.92
2012-04	-17.31
2012-05	-21.02
2012-06	-21.65
2012-07	-19.73
2012-08	-18.18
2012-09	-15.19
2012-10	-14
2012-11	-8.3
2012-12	1.67
