1971 1 -19.47 -59.36 -99.90
1971 1 -22.70 -61.50 -99.90
1971 1 -22.03 -60.61 27.90
1971 1 -22.21 -58.09 27.40
1971 1 -22.58 -55.90 23.50
1971 1 -23.28 -59.20 -99.90
1971 1 -23.35 -57.45 27.30
1971 1 -24.40 -58.63 -99.90
1971 1 -24.05 -54.53 -99.90
1971 1 -25.18 -57.66 26.90
1971 1 -25.65 -56.46 26.50
1971 1 -25.35 -54.45 -99.90
1971 1 -26.80 -58.31 27.90
1971 1 -26.66 -57.15 25.70
1971 1 -27.20 -56.00 25.10
1971 1 -17.78 -65.92 -99.90
1971 1 -17.10 -68.00 -99.90
1971 1 -16.07 -68.67 -99.90
1971 1 -17.28 -68.63 -99.90
1971 1 -20.10 -62.10 -99.90
1971 1 -17.72 -66.27 -99.90
1971 1 -16.90 -68.28 -99.90
1971 1 -16.15 -69.08 -99.90
1971 1 -16.17 -69.15 -99.90
1971 1 -17.43 -66.13 -99.90
1971 1 -17.33 -66.22 -99.90
1971 1 -16.68 -68.02 -99.90
1971 1 -17.92 -65.32 -99.90
1971 1 -17.25 -67.95 -99.90
1971 1 -16.55 -68.68 -99.90
1971 1 -16.65 -68.30 -99.90
1971 1 -30.28 -57.60 -99.90
1971 1 -30.40 -56.52 24.20
1971 1 -31.43 -57.98 22.70
1971 1 -31.70 -55.98 -99.90
1971 1 -32.35 -58.03 23.30
1971 1 -30.90 -55.55 22.60
1971 1 -32.80 -56.53 23.00
1971 1 -32.37 -54.20 23.10
1971 1 -33.25 -58.07 23.10
1971 1 -33.22 -54.38 22.90
1971 1 -33.35 -56.50 22.10
1971 1 -34.07 -56.23 -99.90
1971 1 -34.45 -57.77 23.40
1971 1 -34.50 -54.32 21.00
1971 1 -34.83 -56.02 22.40
1971 1 -34.87 -56.20 22.30
1971 1 -34.57 -58.42 23.30
1971 1 -38.73 -62.90 21.80
1971 1 -41.15 -71.17 10.30
1971 1 -34.58 -58.48 23.40
1971 1 -29.88 -61.95 24.40
1971 1 -30.37 -66.28 24.10
1971 1 -31.33 -66.60 25.30
1971 1 -45.78 -67.50 16.10
1971 1 -31.30 -58.02 24.50
1971 1 -31.32 -64.22 21.50
1971 1 -37.43 -61.88 -99.90
1971 1 -27.45 -58.77 26.40
1971 1 -36.35 -57.73 22.60
1971 1 -34.60 -58.60 22.60
1971 1 -42.93 -71.15 10.50
1971 1 -34.82 -58.53 22.10
1971 1 -26.20 -58.23 26.90
1971 1 -35.70 -63.75 22.30
1971 1 -33.00 -58.62 23.70
1971 1 -24.38 -65.08 23.10
1971 1 -34.55 -60.92 21.20
1971 1 -34.97 -57.90 21.70
1971 1 -22.10 -65.60 13.20
1971 1 -28.38 -66.82 26.10
1971 1 -34.13 -63.37 22.00
1971 1 -24.70 -60.58 27.30
1971 1 -35.50 -69.58 17.80
1971 1 -41.25 -68.73 14.70
1971 1 -37.93 -57.58 18.90
1971 1 -32.70 -62.15 22.30
1971 1 -32.83 -68.78 24.10
1971 1 -30.27 -57.65 24.60
1971 1 -38.95 -68.13 20.70
1971 1 -35.45 -60.88 21.20
1971 1 -23.15 -64.32 25.10
1971 1 -31.78 -60.48 23.90
1971 1 -29.68 -57.15 25.00
1971 1 -35.87 -61.90 20.60
1971 1 -37.60 -62.38 19.90
1971 1 -31.67 -63.88 21.10
1971 1 -27.37 -55.97 25.30
1971 1 -47.73 -65.92 12.70
1971 1 -35.37 -57.28 21.70
1971 1 -29.18 -59.70 25.40
1971 1 -27.45 -59.05 26.30
1971 1 -33.12 -64.23 20.70
1971 1 -51.62 -69.28 11.00
1971 1 -53.80 -67.13 -99.90
1971 1 -32.92 -60.78 23.20
1971 1 -24.85 -65.48 21.00
1971 1 -31.57 -68.42 25.30
1971 1 -49.32 -67.78 11.90
1971 1 -33.27 -66.35 23.20
1971 1 -33.08 -68.42 22.70
1971 1 -34.55 -58.73 22.60
1971 1 -34.58 -68.40 21.70
1971 1 -36.57 -64.27 22.60
1971 1 -27.77 -64.30 25.00
1971 1 -37.23 -59.25 19.40
1971 1 -24.07 -67.57 24.00
1971 1 -43.20 -65.27 18.30
1971 1 -38.03 -60.25 19.70
1971 1 -31.95 -65.13 22.60
1971 1 -29.90 -63.68 22.80
1971 1 -33.73 -65.38 21.70
1971 1 -23.63 -70.42 22.90
1971 1 -18.35 -70.33 21.10
1971 1 -36.46 -73.02 15.20
1971 1 -45.52 -72.12 10.70
1971 1 -29.90 -71.10 16.10
1971 1 -53.00 -70.50 8.70
1971 1 -33.45 -70.76 19.80
1971 1 -39.63 -73.10 13.50
1971 1 -3.20 -51.20 24.80
1971 1 -9.10 -45.90 26.00
1971 1 -5.60 -37.80 27.70
1971 1 -11.00 -37.10 26.20
1971 1 -16.80 -42.10 26.10
1971 1 -15.90 -52.20 25.30
1971 1 -19.60 -46.90 22.20
1971 1 -8.40 -37.10 24.90
1971 1 -15.90 -46.10 24.80
1971 1 -23.10 -48.90 23.10
1971 1 -4.20 -44.80 26.60
1971 1 -31.30 -54.10 23.60
1971 1 -7.50 -46.00 26.20
1971 1 -20.00 -46.00 22.10
1971 1 -7.30 -39.30 26.00
1971 1 -1.00 -62.90 25.60
1971 1 -5.50 -45.20 25.00
1971 1 -12.20 -45.00 24.60
1971 1 -1.40 -48.40 25.70
1971 1 -19.90 -43.90 24.10
1971 1 -2.60 -55.00 24.60
1971 1 -4.40 -70.00 25.40
1971 1 2.80 -60.70 26.80
1971 1 -28.70 -50.40 19.90
1971 1 -13.30 -43.40 25.50
1971 1 -9.10 -44.10 26.60
1971 1 -15.80 -47.90 21.90
1971 1 -1.70 -50.50 26.20
1971 1 -8.50 -39.30 28.00
1971 1 -16.10 -57.70 25.00
1971 1 -14.10 -42.50 22.30
1971 1 -2.30 -49.50 26.50
1971 1 -7.20 -35.90 23.60
1971 1 -20.40 -54.70 24.40
1971 1 -24.10 -52.40 23.60
1971 1 -21.80 -41.30 26.80
1971 1 -22.80 -45.60 18.10
1971 1 -27.40 -51.20 20.60
1971 1 -15.70 -39.00 25.00
1971 1 -20.50 -41.90 21.20
1971 1 -18.70 -49.60 24.90
1971 1 -17.70 -39.30 26.10
1971 1 -14.30 -43.80 26.00
1971 1 -7.30 -47.50 26.60
1971 1 -24.80 -50.00 20.40
1971 1 -18.20 -48.00 24.00
1971 1 -21.10 -48.90 26.50
1971 1 -4.90 -43.40 25.90
1971 1 -29.20 -51.20 21.30
1971 1 -19.00 -43.40 24.00
1971 1 -3.70 -43.40 25.90
1971 1 -27.10 -52.60 21.90
1971 1 -11.10 -38.50 25.40
1971 1 -4.10 -63.10 25.60
1971 1 -3.80 -62.10 25.90
1971 1 -6.00 -44.20 26.20
1971 1 -8.30 -49.30 25.50
1971 1 -22.00 -42.40 22.20
1971 1 -19.00 -57.70 27.70
1971 1 -28.60 -53.60 23.20
1971 1 -7.60 -72.70 24.80
1971 1 -6.40 -36.60 27.00
1971 1 -15.60 -56.10 26.60
1971 1 -25.40 -49.30 20.90
1971 1 -18.30 -43.60 20.20
1971 1 -14.40 -56.50 25.30
1971 1 -22.80 -43.70 27.30
1971 1 -6.70 -69.90 25.60
1971 1 -30.50 -52.50 22.50
1971 1 -14.90 -42.90 25.00
1971 1 -6.10 -36.80 26.30
1971 1 -6.80 -43.00 27.40
1971 1 -27.60 -48.60 24.90
1971 1 -2.50 -66.20 25.60
1971 1 -15.50 -47.30 22.70
1971 1 -14.90 -46.20 23.50
1971 1 -3.80 -38.60 26.40
1971 1 -20.60 -47.40 22.40
